date,date_start,date_end,date_middle,sample_size,party,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Social Democrats,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0.01,0.01,0.02,0,0
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Solidarity/PBP,0.03,0.01,0.04,0.03,0.02,0.03,0.03,0.03,0,0.07,0,0,0.01,0.04,0.01,0,0.04,0.02
2019-12-17,2019-12-05,2019-12-17,2019-12-11,934,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Fianna Fáil,0.32,0.33,0.31,0.22,0.28,0.41,0.29,0.34,0.4,0.16,0.3,0.49,0.35,0.28,0.4,0.28,0.35,0.3
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Fine Gael,0.21,0.22,0.2,0.29,0.15,0.23,0.25,0.16,0.19,0.32,0.18,0.13,0.21,0.22,0.19,0.29,0.22,0.15
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Green Party,0.07,0.06,0.08,0.07,0.09,0.04,0.1,0.05,0,0.08,0.09,0.01,0.1,0.07,0.06,0.07,0.06,0.09
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Independent Alliance,0.03,0.02,0.03,0.04,0.02,0.03,0.02,0.03,0,0.04,0.04,0.02,0,0.04,0,0.01,0.04,0.01
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Labour,0.04,0.03,0.04,0.01,0.03,0.06,0.05,0.03,0.08,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Other Independent Candidate,0.1,0.1,0.09,0.07,0.14,0.07,0.09,0.09,0.17,0.06,0.1,0.13,0.09,0.09,0.11,0.18,0.06,0.09
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,RENUA,0.01,0.01,0.02,0,0.03,0.01,0.02,0.01,0.05,0,0.03,0,0.02,0.01,0.03,0.01,0.01,0.03
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Sinn Féin,0.19,0.21,0.18,0.27,0.22,0.13,0.14,0.26,0.11,0.22,0.19,0.17,0.2,0.22,0.14,0.14,0.17,0.25
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Social Democrats,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Socialist Party,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Solidarity/PBP,0.02,0,0.04,0.01,0.02,0.02,0.04,0.01,0,0.06,0.02,0,0,0.03,0.01,0,0.03,0.03
2020-01-19,2020-01-02,2020-01-14,2020-01-08,923,Workers Party,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Aontú,0.01,0.01,0,0.01,0,0.01,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.02,0,0
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Fianna Fáil,0.2,0.22,0.17,0.13,0.18,0.26,0.19,0.2,0.25,0.13,0.22,0.25,0.17,0.17,0.25,0.19,0.22,0.17
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Fine Gael,0.18,0.17,0.2,0.14,0.18,0.21,0.19,0.16,0.25,0.17,0.15,0.16,0.28,0.19,0.17,0.25,0.2,0.14
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Green Party,0.06,0.03,0.09,0.06,0.07,0.05,0.09,0.04,0,0.07,0.06,0.05,0.06,0.06,0.07,0.06,0.05,0.07
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Independent Alliance,0.02,0.03,0.01,0.01,0.02,0.02,0.01,0.02,0.06,0.04,0.01,0,0.04,0.02,0.02,0.03,0.02,0.02
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Labour,0.03,0.04,0.03,0.02,0.04,0.03,0.03,0.03,0,0.06,0.04,0.01,0,0.04,0.01,0,0.02,0.05
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Other Independent Candidate,0.1,0.11,0.09,0.05,0.11,0.12,0.09,0.1,0.18,0.04,0.09,0.15,0.13,0.08,0.14,0.12,0.07,0.13
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Sinn Féin,0.35,0.35,0.35,0.52,0.35,0.26,0.32,0.4,0.26,0.36,0.4,0.35,0.28,0.38,0.3,0.28,0.37,0.37
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Social Democrats,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0,0.04,0.01,0.01,0.03,0.03,0.01,0.04,0.01,0.03
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Solidarity/PBP,0.03,0.03,0.02,0.04,0.02,0.02,0.05,0.01,0,0.08,0,0,0.01,0.04,0,0,0.04,0.02
2020-03-02,2020-02-17,2020-02-25,2020-02-21,917,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Aontú,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Fianna Fáil,0.19,0.21,0.18,0.1,0.19,0.25,0.16,0.22,0.2,0.15,0.2,0.23,0.2,0.16,0.24,0.3,0.18,0.17
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Fine Gael,0.21,0.21,0.22,0.14,0.17,0.31,0.27,0.15,0.31,0.25,0.2,0.17,0.26,0.23,0.19,0.17,0.25,0.19
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Green Party,0.06,0.04,0.08,0.04,0.08,0.04,0.1,0.02,0,0.1,0.08,0.01,0.03,0.05,0.06,0.04,0.04,0.08
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Labour,0.03,0.02,0.03,0,0.03,0.03,0.03,0.03,0,0.04,0.04,0.01,0.02,0.03,0.01,0,0.02,0.04
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Other Independent Candidate,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.12,0.03,0.1,0.18,0.13,0.08,0.15,0.14,0.1,0.1
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Sinn Féin,0.35,0.35,0.35,0.54,0.36,0.23,0.27,0.44,0.3,0.35,0.35,0.38,0.32,0.38,0.32,0.29,0.33,0.4
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Social Democrats,0.01,0.02,0.01,0.01,0.02,0.01,0.03,0,0,0.02,0.01,0.01,0.02,0.02,0,0.02,0.02,0.01
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Solidarity/PBP,0.03,0.03,0.03,0.07,0.01,0.02,0.03,0.02,0.06,0.05,0.01,0.02,0.03,0.04,0.02,0.03,0.05,0.01
2020-03-14,2020-02-27,2020-03-10,2020-03-04,912,Workers Party,0,0,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0.01,0.01,0
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Fianna Fáil,0.2,0.2,0.2,0.11,0.14,0.31,0.15,0.21,0.45,0.09,0.27,0.2,0.27,0.18,0.26,0.2,0.18,0.22
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Fine Gael,0.29,0.28,0.3,0.27,0.31,0.28,0.35,0.23,0.35,0.32,0.29,0.28,0.25,0.27,0.33,0.24,0.27,0.33
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Green Party,0.06,0.06,0.06,0.12,0.07,0.03,0.11,0.03,0,0.14,0.04,0.02,0.02,0.08,0.03,0.04,0.07,0.06
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Labour,0.03,0.03,0.02,0.01,0.03,0.03,0.04,0.02,0,0.04,0.03,0.01,0.03,0.03,0.02,0.01,0.03,0.03
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Other Independent Candidate,0.09,0.09,0.08,0.07,0.09,0.09,0.06,0.11,0.1,0.01,0.1,0.13,0.14,0.06,0.15,0.17,0.04,0.11
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,RENUA,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0,0,0.01,0,0,0.01,0.01
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Sinn Féin,0.3,0.3,0.31,0.39,0.33,0.23,0.25,0.38,0.1,0.3,0.28,0.36,0.27,0.34,0.21,0.34,0.38,0.22
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Social Democrats,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0,0,0.04,0,0,0.01,0.02,0,0,0.02,0.01
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Solidarity/PBP,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0,0.04,0,0,0.01,0.02,0,0,0.01,0.02
2020-08-02,2020-07-17,2020-07-28,2020-07-22,921,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Aontú,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0.01,0,0.01,0
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Fianna Fáil,0.19,0.2,0.18,0.11,0.16,0.25,0.14,0.2,0.45,0.09,0.17,0.29,0.21,0.16,0.24,0.2,0.18,0.19
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Fine Gael,0.3,0.27,0.34,0.23,0.3,0.33,0.35,0.26,0.26,0.33,0.35,0.24,0.29,0.31,0.29,0.26,0.31,0.31
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Green Party,0.05,0.03,0.07,0.04,0.07,0.04,0.09,0.02,0,0.09,0.02,0.04,0.03,0.06,0.03,0.09,0.06,0.03
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Labour,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.02,0,0.02,0.07,0.01,0,0.03,0.03,0.04,0.02,0.03
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Other Independent Candidate,0.09,0.09,0.09,0.06,0.13,0.08,0.09,0.08,0.21,0.08,0.04,0.12,0.16,0.07,0.13,0.16,0.06,0.11
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Sinn Féin,0.32,0.36,0.28,0.5,0.29,0.25,0.26,0.41,0.06,0.34,0.34,0.28,0.29,0.35,0.26,0.25,0.34,0.31
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Social Democrats,0.01,0.01,0.01,0.02,0,0.01,0.01,0.01,0,0.02,0,0,0.02,0.01,0.01,0,0.01,0.01
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Solidarity/PBP,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0.03,0.01,0,0,0.01,0.01,0,0.02,0.01
2020-09-20,2020-09-03,2020-09-15,2020-09-09,900,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Aontú,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0,0,0.03,0,0.01,0.01,0.01,0.01,0
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Fianna Fáil,0.19,0.21,0.16,0.12,0.15,0.26,0.15,0.21,0.27,0.1,0.18,0.25,0.25,0.17,0.21,0.16,0.19,0.19
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Fine Gael,0.31,0.29,0.34,0.24,0.32,0.35,0.37,0.26,0.33,0.35,0.38,0.24,0.27,0.31,0.33,0.4,0.29,0.32
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Green Party,0.05,0.05,0.05,0.1,0.05,0.02,0.08,0.03,0,0.1,0.03,0.03,0.03,0.07,0.02,0.05,0.07,0.03
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Labour,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0,0.04,0.04,0.04,0.05,0.03
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Other Independent Candidate,0.05,0.04,0.07,0.04,0.08,0.03,0.06,0.05,0.02,0.04,0.04,0.08,0.07,0.05,0.06,0.05,0.04,0.08
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Sinn Féin,0.3,0.31,0.28,0.36,0.31,0.24,0.24,0.34,0.34,0.25,0.31,0.31,0.34,0.28,0.32,0.27,0.28,0.33
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Social Democrats,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0,0.05,0.01,0.01,0.01,0.03,0.01,0.03,0.02,0.02
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Socialist Party,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Solidarity/PBP,0.02,0.02,0.03,0.06,0.01,0.02,0.01,0.04,0,0.06,0.01,0,0.02,0.04,0,0,0.05,0
2020-10-18,2020-10-01,2020-10-13,2020-10-07,900,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Aontú,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0.01,0,0.01,0,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Fianna Fáil,0.22,0.23,0.21,0.13,0.17,0.32,0.2,0.24,0.26,0.11,0.22,0.3,0.31,0.19,0.28,0.2,0.21,0.24
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Fine Gael,0.27,0.24,0.3,0.21,0.25,0.32,0.28,0.23,0.48,0.32,0.26,0.21,0.28,0.28,0.26,0.3,0.24,0.29
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Green Party,0.03,0.04,0.02,0.02,0.05,0.02,0.05,0.02,0,0.07,0.02,0.01,0,0.04,0.01,0.03,0.05,0.02
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Labour,0.05,0.05,0.04,0.07,0.03,0.05,0.05,0.06,0,0.06,0.05,0.04,0.03,0.05,0.05,0.02,0.05,0.06
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Other Independent Candidate,0.07,0.06,0.08,0.05,0.1,0.04,0.08,0.05,0.11,0.05,0.06,0.08,0.1,0.06,0.09,0.12,0.05,0.07
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,RENUA,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Sinn Féin,0.32,0.33,0.3,0.41,0.38,0.21,0.26,0.4,0.12,0.3,0.37,0.32,0.28,0.33,0.29,0.26,0.35,0.3
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Social Democrats,0.01,0,0.02,0.04,0.01,0,0.02,0,0.04,0.02,0,0.03,0,0.01,0.02,0.06,0.01,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Solidarity/PBP,0.02,0.02,0.02,0.05,0.01,0.01,0.04,0,0,0.05,0.02,0,0,0.03,0,0,0.03,0.02
2020-12-20,2020-12-03,2020-12-15,2020-12-09,916,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Aontú,0.01,0.01,0.01,0,0,0.02,0.01,0,0.05,0,0,0.02,0,0.01,0.01,0.02,0.01,0
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Fianna Fáil,0.2,0.22,0.18,0.14,0.14,0.29,0.18,0.2,0.29,0.12,0.22,0.22,0.29,0.17,0.26,0.27,0.2,0.17
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Fine Gael,0.24,0.21,0.27,0.18,0.22,0.29,0.26,0.2,0.42,0.33,0.2,0.19,0.23,0.26,0.19,0.24,0.23,0.26
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Green Party,0.04,0.04,0.04,0.06,0.05,0.03,0.08,0.02,0,0.09,0.03,0.02,0.02,0.06,0.01,0.02,0.07,0.03
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Labour,0.03,0.03,0.04,0.02,0.03,0.04,0.04,0.03,0,0.06,0.05,0.01,0,0.04,0.02,0.03,0.05,0.02
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Other Independent Candidate,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.09,0.07,0.02,0.09,0.13,0.15,0.06,0.15,0.04,0.04,0.16
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,RENUA,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Sinn Féin,0.34,0.35,0.33,0.44,0.37,0.24,0.26,0.44,0.08,0.3,0.36,0.38,0.32,0.34,0.32,0.34,0.33,0.35
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Social Democrats,0.04,0.02,0.05,0.04,0.06,0.01,0.06,0.01,0.09,0.05,0.05,0.04,0,0.04,0.03,0.03,0.06,0.01
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Socialist Party,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01
2021-06-13,2021-05-27,2021-06-08,2021-06-02,909,Solidarity/PBP,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0.03,0,0,0,0.01,0,0.01,0.01,0
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Aontú,0.01,0.01,0,0.01,0,0.01,0.01,0,0.03,0.01,0.01,0,0.01,0.01,0.01,0.03,0,0
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Fianna Fáil,0.2,0.21,0.18,0.16,0.16,0.26,0.17,0.21,0.33,0.08,0.2,0.29,0.24,0.16,0.27,0.17,0.26,0.15
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Fine Gael,0.25,0.21,0.28,0.19,0.26,0.27,0.27,0.21,0.43,0.29,0.32,0.17,0.19,0.23,0.27,0.38,0.19,0.26
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Green Party,0.05,0.04,0.06,0.06,0.05,0.03,0.07,0.03,0,0.08,0.03,0.02,0.04,0.05,0.03,0,0.08,0.03
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Labour,0.05,0.07,0.04,0.05,0.06,0.05,0.08,0.04,0,0.05,0.13,0.02,0.01,0.06,0.05,0,0.05,0.07
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Other Independent Candidate,0.1,0.1,0.1,0.07,0.11,0.11,0.1,0.11,0.08,0.05,0.05,0.16,0.14,0.09,0.11,0.17,0.05,0.13
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,RENUA,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Sinn Féin,0.3,0.31,0.29,0.36,0.33,0.24,0.27,0.34,0.14,0.32,0.23,0.31,0.36,0.34,0.23,0.25,0.33,0.29
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Social Democrats,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.01,0,0.04,0.01,0,0,0.02,0.01,0,0,0.03
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Socialist Party,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Solidarity/PBP,0.03,0.04,0.02,0.07,0.02,0.01,0.02,0.04,0,0.07,0,0.02,0,0.04,0.01,0,0.03,0.03
2021-07-18,2021-07-01,2021-07-13,2021-07-07,894,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Aontú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Fianna Fáil,0.21,0.19,0.22,0.13,0.15,0.31,0.17,0.23,0.29,0.15,0.22,0.26,0.21,0.18,0.26,0.29,0.19,0.2
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Fine Gael,0.23,0.26,0.21,0.17,0.24,0.25,0.28,0.15,0.41,0.31,0.24,0.17,0.16,0.23,0.22,0.18,0.26,0.22
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Green Party,0.05,0.05,0.05,0.12,0.03,0.02,0.09,0.01,0,0.09,0.04,0.03,0.02,0.07,0.02,0,0.06,0.06
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Labour,0.05,0.05,0.05,0.03,0.08,0.04,0.06,0.05,0,0.06,0.1,0.02,0,0.06,0.03,0.02,0.07,0.04
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Other Independent Candidate,0.08,0.08,0.07,0.05,0.11,0.06,0.07,0.07,0.16,0.01,0.04,0.14,0.16,0.05,0.13,0.09,0.04,0.12
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Sinn Féin,0.33,0.32,0.35,0.4,0.33,0.31,0.26,0.44,0.14,0.3,0.3,0.36,0.42,0.34,0.32,0.38,0.33,0.32
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Social Democrats,0.02,0.02,0.03,0.03,0.03,0.01,0.03,0.02,0,0.03,0.03,0,0.02,0.03,0.01,0.01,0.02,0.02
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Socialist Party,0.01,0.01,0,0.02,0,0,0,0.01,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0.01
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Solidarity/PBP,0.02,0.02,0.02,0.04,0.03,0,0.03,0.02,0,0.03,0.02,0.01,0.02,0.03,0.01,0.01,0.03,0.02
2021-09-12,2021-08-26,2021-09-06,2021-08-31,922,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Aontú,0.01,0.01,0,0,0.01,0.01,0.01,0,0.05,0,0,0,0.03,0,0.01,0,0.01,0.01
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Fianna Fáil,0.23,0.23,0.24,0.2,0.18,0.31,0.2,0.25,0.35,0.14,0.27,0.29,0.25,0.21,0.28,0.32,0.19,0.25
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Fine Gael,0.21,0.21,0.22,0.16,0.18,0.28,0.21,0.19,0.47,0.24,0.16,0.21,0.24,0.2,0.24,0.26,0.2,0.21
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Green Party,0.05,0.04,0.07,0.07,0.08,0.02,0.09,0.02,0,0.15,0.02,0.01,0.01,0.08,0.01,0.05,0.08,0.03
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Independent Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Labour,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0,0.04,0.12,0.03,0.01,0.07,0.03,0.03,0.07,0.04
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Other Independent Candidate,0.08,0.08,0.08,0.04,0.1,0.09,0.09,0.06,0.13,0.08,0.05,0.08,0.13,0.07,0.1,0.07,0.08,0.09
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Sinn Féin,0.31,0.34,0.28,0.39,0.36,0.21,0.28,0.38,0,0.24,0.35,0.33,0.32,0.3,0.31,0.21,0.31,0.34
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Social Democrats,0.04,0.03,0.04,0.05,0.04,0.03,0.05,0.03,0,0.09,0.01,0.02,0,0.05,0.01,0.05,0.04,0.03
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Socialist Party,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0
2021-10-17,2021-09-30,2021-10-12,2021-10-06,943,Solidarity/PBP,0.01,0,0.01,0.02,0,0,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01
